city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	audio_evidence	visual_evidence	evidence_date	date_source	average_daylight_hours	day_duration	time_of_day	apparition_type	event_type	year	has_witnesses	State	Haunted_Places_Witness_Count_Description	Audio_Evidence_Count_Description	Visual_Evidence_Count_Description	Morning_Event_Count_Description	Evening_Event_Count_Description	Dusk_Event_Count_Description	Avg_Daylight_Hours_In_Year_Description	Appar_Orb_Count_Description	Appar_Ghost_Count_Description	Appar_UFO_Count_Description	Murder_Event_Count_Description	Death_Event_Count_Description	Supernatural_Event_Count_Description	Binge_Drinking_Rate_Description	Annual_Alcohol_Deaths_Description	Homicide_Incidents_Per_100K_Description	Anxiety_Disorder_Count_Description	Attention_Deficit/Hyperactivity_Disorder_Count_Description	Bipolar_Disorder_Count_Description	Primary_Depressive_Disorder_Count_Description	Trauma_And_Stressor_Related_Disorder_Count_Description	Primary_Schizophrenia_And_Other_Psychotic_Disorders_Count_Description	Co_Occurring_Mental_Health_And_Substance_Use_Disorders_Count_Description	Ozone_ppb_Description	SO2_ppb_Description	CO_ppb_Description	PM25_ugm3_Description	PM25_sulfate_ugm3_Description	PM25_nitrate_ugm3_Description	Extreme_Precipitation_Event_Rate_Description	Precipitation_Impact_Rate_Description	Precipitation_Variability_Description	extracted_location_name	extracted_latitude	extracted_longitude	location_source	PERSON	ORG	GPE	LOC	DATE	NORP	PRODUCT	EVENT	FAC	LAW	WORK_OF_ART	LANGUAGE	MONEY	PERCENT	QUANTITY	TIME	ORDINAL	CARDINAL	GHOST_TYPE	HAUNTED_LOCATION	PERSON_SPACY_SCORE	PERSON_RULE_SCORE	PERSON_NLTK_SCORE	ORG_SPACY_SCORE	ORG_RULE_SCORE	ORG_NLTK_SCORE	GPE_SPACY_SCORE	GPE_RULE_SCORE	GPE_NLTK_SCORE	LOC_SPACY_SCORE	LOC_RULE_SCORE	LOC_NLTK_SCORE	DATE_SPACY_SCORE	DATE_RULE_SCORE	DATE_NLTK_SCORE	NORP_SPACY_SCORE	NORP_RULE_SCORE	NORP_NLTK_SCORE	PRODUCT_SPACY_SCORE	PRODUCT_RULE_SCORE	PRODUCT_NLTK_SCORE	EVENT_SPACY_SCORE	EVENT_RULE_SCORE	EVENT_NLTK_SCORE	FAC_SPACY_SCORE	FAC_RULE_SCORE	FAC_NLTK_SCORE	LAW_SPACY_SCORE	LAW_RULE_SCORE	LAW_NLTK_SCORE	WORK_OF_ART_SPACY_SCORE	WORK_OF_ART_RULE_SCORE	WORK_OF_ART_NLTK_SCORE	LANGUAGE_SPACY_SCORE	LANGUAGE_RULE_SCORE	LANGUAGE_NLTK_SCORE	MONEY_SPACY_SCORE	MONEY_RULE_SCORE	MONEY_NLTK_SCORE	PERCENT_SPACY_SCORE	PERCENT_RULE_SCORE	PERCENT_NLTK_SCORE	QUANTITY_SPACY_SCORE	QUANTITY_RULE_SCORE	QUANTITY_NLTK_SCORE	TIME_SPACY_SCORE	TIME_RULE_SCORE	TIME_NLTK_SCORE	ORDINAL_SPACY_SCORE	ORDINAL_RULE_SCORE	ORDINAL_NLTK_SCORE	CARDINAL_SPACY_SCORE	CARDINAL_RULE_SCORE	CARDINAL_NLTK_SCORE	GHOST_TYPE_SPACY_SCORE	GHOST_TYPE_RULE_SCORE	GHOST_TYPE_NLTK_SCORE	HAUNTED_LOCATION_SPACY_SCORE	HAUNTED_LOCATION_RULE_SCORE	HAUNTED_LOCATION_NLTK_SCORE	spacy_entities	nltk_entities
Louisville	United States	his cemetery has graves dating back to the eighteenth century. It is now in horrible condition. It is said that some of the dead haunt it, angry that the cemetery is in such bad shape. There is supposedly a ghost of a woman that takes care of the babies, who have their own section in the back.	Eastern Cemetery	kentucky	KY	-85.7276852	38.2448023	-85.7584557	38.2526647	False	True	2008/02/26	wikipedia	13.383333333333333	11.5	Afternoon	Ghost	Unknown	2008	False																																		Eastern Cemetery	38.2448023	-85.7276852	original					the eighteenth century (SpaCy_Score: 0.0000, Rule_Score: 0.4000)				Cemetery (SpaCy_Score: 0.0000, Rule_Score: 0.4000)										ghost (SpaCy_Score: 0.0000, Rule_Score: 0.9000)														the eighteenth century (Score: 0.0000)	the eighteenth century (Score: 0.4000)											Cemetery (Score: 0.0000)	Cemetery (Score: 0.4000)																													ghost (Score: 0.0000)	ghost (Score: 0.9000)					"[{""text"": ""Cemetery"", ""label"": ""FAC"", ""start"": 4, ""end"": 12, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the eighteenth century"", ""label"": ""DATE"", ""start"": 39, ""end"": 61, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""ghost"", ""label"": ""GHOST_TYPE"", ""start"": 207, ""end"": 212, ""spacy_score"": 1e-05, ""rule_score"": 0.9}]"	[]
Louisville	United States	Later River City Lighting - Owned by two men one of which killed the other in the showroom. The accused killer was found not guilty. A manager at the showroom from 1979-81 would come in before anyone else to do some work. Very distinct footsteps could be heard in the warehouse above my office. Many people heard this ghost at different times.	Formerly Hoffman Lighting	kentucky	KY	-85.606948	38.25937	-85.7584557	38.2526647	True	True	1979/01/01	description	13.483333333333333	11.5	Afternoon	Ghost	Murder	1979	False																																		Formerly Hoffman Lighting	38.25937	-85.606948	original		Later River City Lighting - Owned (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			1979-81 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)													two (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	ghost (SpaCy_Score: 0.0000, Rule_Score: 0.9000)					Later River City Lighting - Owned (Score: 0.0000)	Later River City Lighting - Owned (Score: 0.4000)								1979-81 (Score: 0.0000)	1979-81 (Score: 0.4000)																																						two (Score: 0.0000)	two (Score: 0.4000)		ghost (Score: 0.0000)	ghost (Score: 0.9000)					"[{""text"": ""Later River City Lighting - Owned"", ""label"": ""ORG"", ""start"": 0, ""end"": 33, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""two"", ""label"": ""CARDINAL"", ""start"": 37, ""end"": 40, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""1979-81"", ""label"": ""DATE"", ""start"": 164, ""end"": 171, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""ghost"", ""label"": ""GHOST_TYPE"", ""start"": 318, ""end"": 323, ""spacy_score"": 1e-05, ""rule_score"": 0.9}]"	[]
Louisville	United States	There are variety of things that happen at the church each night. Around 5:00pm a strange presence can be felt in the largest chapel in the church. This wing during this is time should be pretty much unpopulated. There is even more though. Around 7:00pm- 9:30pm about things start to get a lot stranger, you can hear footsteps, foot scuffing, and sometimes knocks. there are at least three spirits that haunt the chapel, a male presence was felt. Reports of what sounded like a little girl and mother or older woman laughing.	Harvey Browny Church	kentucky	KY	-85.64455269999999	38.2494973	-85.7584557	38.2526647	True	True	2008/02/26	wikipedia	13.366666666666667	11.5	Afternoon	Unknown	Unknown	2008	True																																		Harvey Browny Church	38.2494973	-85.64455269999999	original																each night (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		at least three (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																																																each night (Score: 0.0000)	each night (Score: 0.4000)					at least three (Score: 0.0000)	at least three (Score: 0.4000)								"[{""text"": ""each night"", ""label"": ""TIME"", ""start"": 54, ""end"": 64, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""at least three"", ""label"": ""CARDINAL"", ""start"": 375, ""end"": 389, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Louisville	United States	on moon lit nights you can see the ghost of Hebron Lane. It is an old woman walking through the cemetery among the headstones carrying a lantern. She is dressed in a long dress with a long apron, and she has a covering over her head. She holds the lantern up high looking in the trees,( some trees are no longer there), the story goes that she is trying to find her cat in the trees. She appears mostly around Halloween. However, she can be seen other times as well.	Hebron Lane Cemetery	kentucky	KY	-85.7148228	38.2454009	-85.7584557	38.2526647	False	True	2020/02/26	wikipedia	13.483333333333333	11.5	Afternoon	Ghost	Unknown	2020	True	kentucky	Moderate Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents			Few Homicides	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns	Town of Hebron	41.65928	-72.39049	description	Hebron Lane (SpaCy_Score: 0.0000, Rule_Score: 0.4000)				Halloween (SpaCy_Score: 0.0000, Rule_Score: 0.4000)														ghost (SpaCy_Score: 0.0000, Rule_Score: 0.9000)		Hebron Lane (Score: 0.0000)	Hebron Lane (Score: 0.4000)											Halloween (Score: 0.0000)	Halloween (Score: 0.4000)																																									ghost (Score: 0.0000)	ghost (Score: 0.9000)					"[{""text"": ""ghost"", ""label"": ""GHOST_TYPE"", ""start"": 35, ""end"": 40, ""spacy_score"": 1e-05, ""rule_score"": 0.9}, {""text"": ""Hebron Lane"", ""label"": ""PERSON"", ""start"": 44, ""end"": 55, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Halloween"", ""label"": ""DATE"", ""start"": 410, ""end"": 419, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Louisville	United States	Mitchell Hill Road - This road is located directly off Mt. Holley Road. At the top of the road is a cemetery in which a girl is buried. Legend has it that this girl was on her way to prom when her and her boyfriend crashed at the bottom of the hill and died. Many say that they have seen her on top of the hill by the cemetery in her prom dress.	Hot Rod Haven	kentucky	KY			-85.7584557	38.2526647	False	True	1925/02/12	wikipedia	13.35	11.5	Afternoon	Mist	Unknown	1925	True																																		City of Louisville	40.83658	-81.26454	description	Mitchell Hill Road - (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			Mt. Holley Road (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																	Mitchell Hill Road - (Score: 0.0000)	Mitchell Hill Road - (Score: 0.4000)								Mt. Holley Road (Score: 0.0000)	Mt. Holley Road (Score: 0.4000)																																																		"[{""text"": ""Mitchell Hill Road -"", ""label"": ""PERSON"", ""start"": 0, ""end"": 20, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Mt. Holley Road"", ""label"": ""LOC"", ""start"": 55, ""end"": 70, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Louisville	United States	Joe’s Place) - Or also known as Joe's place. A bar first opened in 1937, Joe's has had quite a few regulars come and go. There are plaques on the middle pole at the front bar for the regulars that have passed away since the 80's. Workers will be there late at night after closing and will hear strange noises, such as chairs moving, unexplained voices. Also, some workers have claimed to see white apparitions pass them at night or the early hours of the morning when they are in the office alone doing paperwork.	Joe's Older Than Dirt(aka	kentucky	KY			-85.7584557	38.2526647	True	True	1937/01/01	description	13.333333333333334	11.5	Morning	Unknown	Supernatural Phenomenon	1937	True																																						Joe (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Joe (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Joe (SpaCy_Score: 0.0000, Rule_Score: 0.4000)				1937 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), 80 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)											late at night (SpaCy_Score: 0.0000, Rule_Score: 0.4000), night (SpaCy_Score: 0.0000, Rule_Score: 0.4000), the early hours of the morning (SpaCy_Score: 0.0000, Rule_Score: 0.4000)					Joe (Score: 0.0000), Joe (Score: 0.0000), Joe (Score: 0.0000)	Joe (Score: 0.4000), Joe (Score: 0.4000), Joe (Score: 0.4000)											1937 (Score: 0.0000), 80 (Score: 0.0000)	1937 (Score: 0.4000), 80 (Score: 0.4000)																																late at night (Score: 0.0000), night (Score: 0.0000), the early hours of the morning (Score: 0.0000)	late at night (Score: 0.4000), night (Score: 0.4000), the early hours of the morning (Score: 0.4000)														"[{""text"": ""Joe"", ""label"": ""PERSON"", ""start"": 0, ""end"": 3, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Joe"", ""label"": ""PERSON"", ""start"": 32, ""end"": 35, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""1937"", ""label"": ""DATE"", ""start"": 67, ""end"": 71, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Joe"", ""label"": ""PERSON"", ""start"": 73, ""end"": 76, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""80"", ""label"": ""DATE"", ""start"": 224, ""end"": 226, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""late at night"", ""label"": ""TIME"", ""start"": 252, ""end"": 265, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""night"", ""label"": ""TIME"", ""start"": 423, ""end"": 428, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the early hours of the morning"", ""label"": ""TIME"", ""start"": 432, ""end"": 462, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Louisville	United States	In the theatre lighting booth an old light tech had a heart attack and died. Since, employees have heard strange noises and have found his name written in the dust in the catacombs that run throughout the theatre.	Louisville Theater	kentucky	KY	-85.7281703	38.2469009	-85.7584557	38.2526647	True	False	1945/02/26	wikipedia	13.316666666666666	11.5	Afternoon	Ghost Light	Unknown	1945	False																																		City of Louisville	40.83658	-81.26454	description																																																																																	[]	[]
Louisville	United States	back in the 1930's a young boy was shot in the lobby of the school. To this day he haunts there. At this school there is a lock in for the graduating 8th graders. Each year they have had a lock in something has happened. One witness reports someone's belongings went missing, someone broke a finger, and another sprained her ankle while running down the stairs. She claimed that something had pushed her. In years past people had reported missing items, strange noises, and so called accidents.	Meyzeek Middle School	kentucky	KY	-85.7472244	38.2413149	-85.7584557	38.2526647	True	False	1875/02/26	wikipedia	13.333333333333334	11.5	Morning	Ghost	Accident	1875	True																																		Meyzeek Middle School	38.2413149	-85.7472244	original					1930 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), this day (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Each year (SpaCy_Score: 0.0000, Rule_Score: 0.4000), years (SpaCy_Score: 0.0000, Rule_Score: 0.4000)												8th (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	One (SpaCy_Score: 0.0000, Rule_Score: 0.4000)															1930 (Score: 0.0000), this day (Score: 0.0000), Each year (Score: 0.0000), years (Score: 0.0000)	1930 (Score: 0.4000), this day (Score: 0.4000), Each year (Score: 0.4000), years (Score: 0.4000)																																			8th (Score: 0.0000)	8th (Score: 0.4000)		One (Score: 0.0000)	One (Score: 0.4000)								"[{""text"": ""1930"", ""label"": ""DATE"", ""start"": 12, ""end"": 16, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""this day"", ""label"": ""DATE"", ""start"": 71, ""end"": 79, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""8th"", ""label"": ""ORDINAL"", ""start"": 150, ""end"": 153, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Each year"", ""label"": ""DATE"", ""start"": 163, ""end"": 172, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""One"", ""label"": ""CARDINAL"", ""start"": 221, ""end"": 224, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""years"", ""label"": ""DATE"", ""start"": 408, ""end"": 413, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Louisville	United States	"Woodland Hills - While driving on one of the roads in Woodland Hills, a lady in her 90's with white hair and black eyes, runs after your car and takes a picture. It is to be known that her husband died in a hit and run, and the lady runs out of no where and takes the pictures of the vehicle. The woman’s basement is filled with pictures on her walls, of cars, and teenagers. However when you take a picture of her, it doesn't come out, but in the films negatives, you see a white mark. The lady goes by the name of ""The Watcher on Davidson"", and to her neighbors, she died twenty years ago."	Middletown	kentucky	KY	-85.53884889999999	38.2453487	-85.7584557	38.2526647	False	True	1769/02/26	wikipedia	13.333333333333334	11.5	Morning	Unknown	Death	1769	True																																		Town of Middletown	41.54764	-72.65488	description			Woodland Hills (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Woodland Hills (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		90 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), twenty years ago (SpaCy_Score: 0.0000, Rule_Score: 0.4000)						The Watcher on Davidson (SpaCy_Score: 0.0000, Rule_Score: 0.4000)							one (SpaCy_Score: 0.0000, Rule_Score: 0.4000)									Woodland Hills (Score: 0.0000), Woodland Hills (Score: 0.0000)	Woodland Hills (Score: 0.4000), Woodland Hills (Score: 0.4000)					90 (Score: 0.0000), twenty years ago (Score: 0.0000)	90 (Score: 0.4000), twenty years ago (Score: 0.4000)																	The Watcher on Davidson (Score: 0.0000)	The Watcher on Davidson (Score: 0.4000)																				one (Score: 0.0000)	one (Score: 0.4000)								"[{""text"": ""Woodland Hills"", ""label"": ""GPE"", ""start"": 0, ""end"": 14, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""one"", ""label"": ""CARDINAL"", ""start"": 34, ""end"": 37, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Woodland Hills"", ""label"": ""GPE"", ""start"": 54, ""end"": 68, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""90"", ""label"": ""DATE"", ""start"": 84, ""end"": 86, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""The Watcher on Davidson"", ""label"": ""WORK_OF_ART"", ""start"": 517, ""end"": 540, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""twenty years ago"", ""label"": ""DATE"", ""start"": 574, ""end"": 590, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Louisville	United States	Footsteps coming down the stairs and across the Saloon. White-colored flashes in mirrors. Taproom area is extremely old, and has cold spots in air when otherwise warm. Objects get moved, disappear for a while, then show back up in the same place. All this happens when no one else is around to have caused it.	Phoenix Hill Tavern	kentucky	KY	-85.7280933	38.2445513	-85.7584557	38.2526647	True	False	1949/02/26	wikipedia	13.533333333333331	11.5	Morning	Unknown	Unknown	1949	False																																		Phoenix Hill	39.52009	-79.05614	description																																																																																	[]	[]
