city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	audio_evidence	visual_evidence	evidence_date	date_source	average_daylight_hours	day_duration	time_of_day	apparition_type	event_type	year	has_witnesses	State	Haunted_Places_Witness_Count_Description	Audio_Evidence_Count_Description	Visual_Evidence_Count_Description	Morning_Event_Count_Description	Evening_Event_Count_Description	Dusk_Event_Count_Description	Avg_Daylight_Hours_In_Year_Description	Appar_Orb_Count_Description	Appar_Ghost_Count_Description	Appar_UFO_Count_Description	Murder_Event_Count_Description	Death_Event_Count_Description	Supernatural_Event_Count_Description	Binge_Drinking_Rate_Description	Annual_Alcohol_Deaths_Description	Homicide_Incidents_Per_100K_Description	Anxiety_Disorder_Count_Description	Attention_Deficit/Hyperactivity_Disorder_Count_Description	Bipolar_Disorder_Count_Description	Primary_Depressive_Disorder_Count_Description	Trauma_And_Stressor_Related_Disorder_Count_Description	Primary_Schizophrenia_And_Other_Psychotic_Disorders_Count_Description	Co_Occurring_Mental_Health_And_Substance_Use_Disorders_Count_Description	Ozone_ppb_Description	SO2_ppb_Description	CO_ppb_Description	PM25_ugm3_Description	PM25_sulfate_ugm3_Description	PM25_nitrate_ugm3_Description	Extreme_Precipitation_Event_Rate_Description	Precipitation_Impact_Rate_Description	Precipitation_Variability_Description	extracted_location_name	extracted_latitude	extracted_longitude	location_source	PERSON	ORG	GPE	LOC	DATE	NORP	PRODUCT	EVENT	FAC	LAW	WORK_OF_ART	LANGUAGE	MONEY	PERCENT	QUANTITY	TIME	ORDINAL	CARDINAL	GHOST_TYPE	HAUNTED_LOCATION	PERSON_SPACY_SCORE	PERSON_RULE_SCORE	PERSON_NLTK_SCORE	ORG_SPACY_SCORE	ORG_RULE_SCORE	ORG_NLTK_SCORE	GPE_SPACY_SCORE	GPE_RULE_SCORE	GPE_NLTK_SCORE	LOC_SPACY_SCORE	LOC_RULE_SCORE	LOC_NLTK_SCORE	DATE_SPACY_SCORE	DATE_RULE_SCORE	DATE_NLTK_SCORE	NORP_SPACY_SCORE	NORP_RULE_SCORE	NORP_NLTK_SCORE	PRODUCT_SPACY_SCORE	PRODUCT_RULE_SCORE	PRODUCT_NLTK_SCORE	EVENT_SPACY_SCORE	EVENT_RULE_SCORE	EVENT_NLTK_SCORE	FAC_SPACY_SCORE	FAC_RULE_SCORE	FAC_NLTK_SCORE	LAW_SPACY_SCORE	LAW_RULE_SCORE	LAW_NLTK_SCORE	WORK_OF_ART_SPACY_SCORE	WORK_OF_ART_RULE_SCORE	WORK_OF_ART_NLTK_SCORE	LANGUAGE_SPACY_SCORE	LANGUAGE_RULE_SCORE	LANGUAGE_NLTK_SCORE	MONEY_SPACY_SCORE	MONEY_RULE_SCORE	MONEY_NLTK_SCORE	PERCENT_SPACY_SCORE	PERCENT_RULE_SCORE	PERCENT_NLTK_SCORE	QUANTITY_SPACY_SCORE	QUANTITY_RULE_SCORE	QUANTITY_NLTK_SCORE	TIME_SPACY_SCORE	TIME_RULE_SCORE	TIME_NLTK_SCORE	ORDINAL_SPACY_SCORE	ORDINAL_RULE_SCORE	ORDINAL_NLTK_SCORE	CARDINAL_SPACY_SCORE	CARDINAL_RULE_SCORE	CARDINAL_NLTK_SCORE	GHOST_TYPE_SPACY_SCORE	GHOST_TYPE_RULE_SCORE	GHOST_TYPE_NLTK_SCORE	HAUNTED_LOCATION_SPACY_SCORE	HAUNTED_LOCATION_RULE_SCORE	HAUNTED_LOCATION_NLTK_SCORE	spacy_entities	nltk_entities
Geneva	United States	Hirshson -  and several others on campus, are haunted by former students.	Hobart and William Smith Colleges	new york	NY	-76.98448680000001	42.8591531	-76.985557	42.8679836	False	True	1820/02/08	wikipedia	13.266666666666667	11.416666666666666	Morning	Unknown	Supernatural Phenomenon	1820	False																																		Hobart and William Smith Colleges	42.8591531	-76.98448680000001	original																																																																																	[]	[]
Geneva	United States	Smith Hall - The office of the women's college has a male ghost who walks along the roof of the hall around 3 in the morning.	Hobart and William Smith Colleges	new york	NY	-76.98448680000001	42.8591531	-76.985557	42.8679836	False	True	1952/01/27	wikipedia	13.233333333333333	11.416666666666666	Morning	Ghost	Supernatural Phenomenon	1952	False																																		Hobart and William Smith Colleges	42.8591531	-76.98448680000001	original		Smith Hall - (SpaCy_Score: 0.0000, Rule_Score: 0.4000)														3 in the morning (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			ghost (SpaCy_Score: 0.0000, Rule_Score: 0.9000)					Smith Hall - (Score: 0.0000)	Smith Hall - (Score: 0.4000)																																									3 in the morning (Score: 0.0000)	3 in the morning (Score: 0.4000)								ghost (Score: 0.0000)	ghost (Score: 0.9000)					"[{""text"": ""Smith Hall -"", ""label"": ""ORG"", ""start"": 0, ""end"": 12, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""ghost"", ""label"": ""GHOST_TYPE"", ""start"": 58, ""end"": 63, ""spacy_score"": 1e-05, ""rule_score"": 0.9}, {""text"": ""3 in the morning"", ""label"": ""TIME"", ""start"": 108, ""end"": 124, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Geneva	United States	The quad area - used to be a cemetery, which was moved when the school was built. From 1 until 3 in the morning, a transparent man can be seen walking his dog across the quad.	Hobart and William Smith Colleges	new york	NY	-76.98448680000001	42.8591531	-76.985557	42.8679836	False	True	2025/02/26	wikipedia	13.3	11.416666666666666	Morning	Unknown	Unknown	2025	True																																		Hobart and William Smith Colleges	42.8591531	-76.98448680000001	original																3 in the morning (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		1 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																																																3 in the morning (Score: 0.0000)	3 in the morning (Score: 0.4000)					1 (Score: 0.0000)	1 (Score: 0.4000)								"[{""text"": ""1"", ""label"": ""CARDINAL"", ""start"": 87, ""end"": 88, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""3 in the morning"", ""label"": ""TIME"", ""start"": 95, ""end"": 111, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Gilbertsville/Mt Upton	United States	2 kids were driving and got killed on the front yard of the school and one the day back from summer vacation you see a flower bouquet on the spot where they died.	Gilbertsville Mt Upton Central School	new york	NY	-75.3468031	42.4447641	-75.3468031	42.4447641	False	False	1931/11/18	wikipedia	13.25	11.416666666666666	Morning	Unknown	Murder	1931	True																																		Gilbertsville Mt Upton Central School	42.4447641	-75.3468031	original					summer (SpaCy_Score: 0.0000, Rule_Score: 0.4000)													2 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)															summer (Score: 0.0000)	summer (Score: 0.4000)																																						2 (Score: 0.0000)	2 (Score: 0.4000)								"[{""text"": ""2"", ""label"": ""CARDINAL"", ""start"": 0, ""end"": 1, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""summer"", ""label"": ""DATE"", ""start"": 93, ""end"": 99, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Glen Haven	United States	The Screamer - A sanitarium was burned down in 1912 to clear a spot for a watershed for the city of Syracuse. The site is located on Skaneateles Lake. The Sanitarium's caretaker was said to have perished in the fire. His screams could be heard across the lake. Even in life, he was a nasty jealous man and now takes out his revenge on those at the summer camp across the lake. He can be seen and heard at night pacing the wooded cliffs above the camp brandishing his sharpened scythe and wailing.	Skaneateles	new york	NY	-76.2677602	42.7661004	-76.27798589999999	42.7656238	True	True	1912/01/01	description	13.266666666666667	11.416666666666666	Afternoon	Unknown	Death	1912	True																																		Skaneateles	42.7661004	-76.2677602	original			Syracuse (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Skaneateles Lake (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Sanitarium (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		1912 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), summer (SpaCy_Score: 0.0000, Rule_Score: 0.4000)											night (SpaCy_Score: 0.0000, Rule_Score: 0.4000)											Syracuse (Score: 0.0000), Skaneateles Lake (Score: 0.0000), Sanitarium (Score: 0.0000)	Syracuse (Score: 0.4000), Skaneateles Lake (Score: 0.4000), Sanitarium (Score: 0.4000)					1912 (Score: 0.0000), summer (Score: 0.0000)	1912 (Score: 0.4000), summer (Score: 0.4000)																																night (Score: 0.0000)	night (Score: 0.4000)														"[{""text"": ""1912"", ""label"": ""DATE"", ""start"": 47, ""end"": 51, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Syracuse"", ""label"": ""GPE"", ""start"": 100, ""end"": 108, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Skaneateles Lake"", ""label"": ""GPE"", ""start"": 133, ""end"": 149, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Sanitarium"", ""label"": ""GPE"", ""start"": 155, ""end"": 165, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""summer"", ""label"": ""DATE"", ""start"": 348, ""end"": 354, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""night"", ""label"": ""TIME"", ""start"": 405, ""end"": 410, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Glens Falls	United States	there are many ghosts in the old patient wing built over 150 years ago my mother witnessed a man in a black suit walking down the hall towards her with all the lights on and no body in the halls but the ghosts said to be over 200 ghosts in the hospital.	Glens Falls Hospital	new york	NY	-73.6455339	43.306768	-73.6440058	43.3095164	False	True	1953/06/26	wikipedia	13.266666666666667	11.416666666666666	Afternoon	Ghost	Supernatural Phenomenon	1953	True																																		Glens Falls Hospital	43.306768	-73.6455339	original					150 years ago (SpaCy_Score: 0.0000, Rule_Score: 0.4000)													over 200 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)															150 years ago (Score: 0.0000)	150 years ago (Score: 0.4000)																																						over 200 (Score: 0.0000)	over 200 (Score: 0.4000)								"[{""text"": ""150 years ago"", ""label"": ""DATE"", ""start"": 57, ""end"": 70, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""over 200"", ""label"": ""CARDINAL"", ""start"": 221, ""end"": 229, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Glenmont	United States	Haunted slave house - in the Henry Hudson park, there's a road that will take you to the park rite off of RT9w. if you turn onto that road and follow it down it will bring you to a trail that is marked off no trespassing! The trail is marked with 2 large lion statues. If you walk this trail there is said to be a slave house where the white settlers had dropped off the slaves when they came in from the river. The rumor behind this is that in the 1980's 4 kids went in to look 4 ghosts and they never came back, so 2 cops were sent in to look 4 them and only one came back out, the other was never seen again. Also sometimes you will see the lion statues eyes reflect light like if they were glass, but there cement. This whole area is said to be haunted.	Henry Hudson park	new york	NY	-73.7613918	42.5454127	-73.76989449999999	42.6052	False	True	2002/02/26	wikipedia	13.266666666666667	11.416666666666666	Afternoon	Ghost Light	Supernatural Phenomenon	2002	True																																		Henry Hudson park	42.5454127	-73.7613918	original	Henry Hudson (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	House (SpaCy_Score: 0.0000, Rule_Score: 0.4000), House (SpaCy_Score: 0.0000, Rule_Score: 0.4000), the white settlers (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			1980 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)													2 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), 4 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), 4 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), 2 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), 4 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), only one (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			Henry Hudson (Score: 0.0000)	Henry Hudson (Score: 0.4000)		House (Score: 0.0000), House (Score: 0.0000), the white settlers (Score: 0.0000)	House (Score: 0.4000), House (Score: 0.4000), the white settlers (Score: 0.4000)								1980 (Score: 0.0000)	1980 (Score: 0.4000)																																						2 (Score: 0.0000), 4 (Score: 0.0000), 4 (Score: 0.0000), 2 (Score: 0.0000), 4 (Score: 0.0000), only one (Score: 0.0000)	2 (Score: 0.4000), 4 (Score: 0.4000), 4 (Score: 0.4000), 2 (Score: 0.4000), 4 (Score: 0.4000), only one (Score: 0.4000)								"[{""text"": ""House"", ""label"": ""ORG"", ""start"": 14, ""end"": 19, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Henry Hudson"", ""label"": ""PERSON"", ""start"": 29, ""end"": 41, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""2"", ""label"": ""CARDINAL"", ""start"": 247, ""end"": 248, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""House"", ""label"": ""ORG"", ""start"": 320, ""end"": 325, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the white settlers"", ""label"": ""ORG"", ""start"": 332, ""end"": 350, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""1980"", ""label"": ""DATE"", ""start"": 449, ""end"": 453, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""4"", ""label"": ""CARDINAL"", ""start"": 456, ""end"": 457, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""4"", ""label"": ""CARDINAL"", ""start"": 479, ""end"": 480, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""2"", ""label"": ""CARDINAL"", ""start"": 517, ""end"": 518, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""4"", ""label"": ""CARDINAL"", ""start"": 545, ""end"": 546, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""only one"", ""label"": ""CARDINAL"", ""start"": 556, ""end"": 564, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Goshen	United States	It was often reported by several local hobos who lived and drank around the lake in the old historic track, that the specter of a jockey and horse who drown in the lake in the early 1900's would rise to ride across the lake on some nights. Of course no one ever listened to the belligerents until others had reported being chased through the brush along side of one of the dirt trails and also the trotting of a horse could be heard on several occasions.	old historic track	new york	NY	-74.3209921	41.4024891	-74.3243191	41.4020382	False	True	1980/02/26	wikipedia	13.216666666666669	11.416666666666666	Afternoon	Ghost	Death	1980	True																																		old historic track	41.4024891	-74.3209921	original					the early 1900's (SpaCy_Score: 0.0000, Rule_Score: 0.4000), some nights (SpaCy_Score: 0.0000, Rule_Score: 0.4000)													one (SpaCy_Score: 0.0000, Rule_Score: 0.4000)															the early 1900's (Score: 0.0000), some nights (Score: 0.0000)	the early 1900's (Score: 0.4000), some nights (Score: 0.4000)																																						one (Score: 0.0000)	one (Score: 0.4000)								"[{""text"": ""the early 1900's"", ""label"": ""DATE"", ""start"": 172, ""end"": 188, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""some nights"", ""label"": ""DATE"", ""start"": 227, ""end"": 238, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""one"", ""label"": ""CARDINAL"", ""start"": 362, ""end"": 365, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Gloversville	United States	A lot of people have seen ghosts.	Prospect Hill Cemetery	new york	NY	-74.3354848	43.046014	-74.3437467	43.0528506	False	True	2025/01/01	default	13.216666666666669	11.416666666666666	Unknown	Ghost	Supernatural Phenomenon	2025	True																																		Prospect Hill	-35.23333	138.71667	description																																																																																	[]	[]
Grand Island	United States	in the holiday inn there is a room that is all locked up. This is because whenever someone rented that room, they got a call in the middle of the night at the same time and when they picked up all they heard was a little girl laughing.	Holiday Inn	new york	NY	-78.99226	43.050424	-78.9657302	43.0216283	False	False	2025/02/26	wikipedia	13.25	11.416666666666666	Afternoon	Unknown	Unknown	2025	False																																		Grand Island	40.92501	-98.34201	description			inn (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		the middle of the night (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																						inn (Score: 0.0000)	inn (Score: 0.4000)					the middle of the night (Score: 0.0000)	the middle of the night (Score: 0.4000)																																															"[{""text"": ""inn"", ""label"": ""GPE"", ""start"": 15, ""end"": 18, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the middle of the night"", ""label"": ""DATE"", ""start"": 128, ""end"": 151, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
